"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Short Term Restorative Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Short Term Restorative Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential and Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Other flexible and residential aged care","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.2","0.1","0","0.3","0.4","0.1","0","0","8.3"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","State and territory governments","","Transition Care Programme","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","35.8","50.1","22.5","13.7","9.5","6.2","2.0","0.5","140.2"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Workforce and Quality","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","55.0","32.9","28.8","14.3","18.1","3.3","18.4","7.4","297.1"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Ageing and Service Improvement","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Aged Care Quality and Safety Commission","","Total","","","","","","Derived from Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real recurrent expenditure","All Aged Care Services","","Total","","","","","","Derived from State and territory governments (unpublished); Australian Government Department of Health Disability and Ageing (unpublished); Australian Government Department of Veterans' Affairs (unpublished); Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","6896.5","5609.8","4009.2","2025.6","1933.8","537.7","299.9","126.6","21589.4"
"14A.7","2024-25","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","Australian Government (Department of Health)","","Rural and Remote Building Fund","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","19.0","15.4","38.1","7.6","37.9","15.5","0","16.3","149.9"
"14A.7","2024-25","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","State and territory government","","Capital expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","11.7","205.1","63.0","..","1.3","..","..","..","281.2"
"14A.7","2023-24","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","Australian Government (Department of Health)","","Rural and Remote Building Fund","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","14.5","13.2","35.6","2.5","19.8","11.2","0","16.7","115.7"
"14A.7","2023-24","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","State and territory government","","Capital expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.6","89.2","33.7","..","6.5","..","..","..","130.9"
"14A.7","2022-23","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","Australian Government (Department of Health)","","Rural and Remote Building Fund","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","13.6","10.1","21.1","2.6","17.9","9.0","0","19.9","94.2"
"14A.7","2022-23","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","State and territory government","","Capital expenditure","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3.8","16.0","11.3","..","2.8","..","..","..","33.8"
"14A.7","2021-22","Government expenditure","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real expenditure","All Aged Care Services","","Australian Government (Department of Health)","","Rural and Remote Building Fund","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","9.7","7.0","19.7","6.7","12.7","3.7","0","7.4","66.9"
